169	14	06475	serving 1 cup	9.5
170	15	11015	cup	1.5
171	15	20005	cup	1.5
172	15	04601	tablespoon	4.0
173	15	11292	tbsp	3.0
174	15	11215	cup	3.5
175	15	43312	cup	8.0
176	15	09443	fl oz	8.0
177	15	01040	cup, diced	9.5
178	15	11959	leaf	8.0
179	15	09156	tbsp	6.0
180	16	09374	cup	7.0
181	16	09298	cup, packed	8.0
182	16	19336	cup unsifted	9.5
183	16	09200	cup, sections	9.0
184	16	09150	cup, sections	6.5
185	16	14555	fl oz	8.5
186	16	01123	large	9.5
187	16	19334	tsp unpacked	1.5
188	16	11943	tbsp	3.0
189	17	20132	cup	8.5
190	17	02047	tsp	5.5
191	17	01145	pat (1" sq, 1/3" high)	5.0
192	17	19335	serving packet	3.0
193	17	01094	cup	6.5
194	17	09156	tbsp	4.0
195	17	02052	tsp	4.0
196	17	04513	tablespoon	2.5
197	17	19335	serving packet	6.0
198	17	09027	cup, halves	7.5
199	18	01180	tablespoon	7.5
200	18	43355	tbsp	2.0
201	18	02055	tsp	7.5
202	18	02044	leaves	2.0
203	18	09444	fl oz	3.5
204	18	06112	tbsp	6.5
205	18	04513	tablespoon	3.0
206	18	04513	tablespoon	7.5
207	18	02055	tsp	5.0
208	18	06169	tsp	1.0
209	18	11215	cup	8.0
210	18	02047	tsp	1.5
211	18	11976	cup	6.0
212	18	43483	cup	1.0
213	19	07053	tbsp	2.0
214	19	20132	cup	5.0
215	19	19340	tsp	4.0
216	19	11301	cup	5.5
217	19	02047	tsp	9.0
218	19	01139	egg	0.5
219	19	09200	cup, sections	3.0
220	19	11301	cup	9.0
221	19	14604	fl oz	0.5
222	20	02047	tsp	2.5
223	20	06112	tbsp	2.0
224	20	02046	tsp or 1 packet	4.0
225	20	06618	tbsp	4.5
226	20	07053	tbsp	8.5
227	20	19296	cup	4.0
228	20	06166	cup	7.0
229	20	10003	oz	4.5
230	20	20036	cup	4.5
231	21	11215	cup	3.0
232	21	42178	tbsp	3.5
233	21	11297	cup chopped	9.5
234	21	11156	tbsp chopped	9.5
235	21	11291	cup, chopped	2.0
236	21	11234	cup, chopped	0.5
237	21	43483	cup	7.5
238	21	02048	tbsp	5.0
239	21	02047	tsp	5.0
240	21	28289	cookies	6.5
241	22	20654	cup spaghetti not packed	1.0
242	22	01053	cup, whipped	0.5
243	22	19335	serving packet	8.5
244	22	19335	serving packet	5.0
245	22	19296	cup	1.5
246	22	09200	cup, sections	8.0
247	22	12037	cup	2.5
248	22	12167	cup	9.5
249	23	09070	cup, with pits, yields	6.0
250	23	19335	serving packet	2.0
251	23	20027	cup	1.5
252	23	11609	cup slices	2.0
253	23	04601	tablespoon	2.5
254	23	19336	cup unsifted	2.5
255	23	01236	cup	3.5
256	24	06243	serving 1 cup	8.5
257	24	06166	cup	7.5
258	24	19335	serving packet	4.0
259	24	20044	cup	6.5
260	24	06167	cup	4.0
261	24	20118	cup	8.0
262	24	12166	tbsp	9.5
263	25	11053	cup	9.5
264	25	04602	tablespoon	4.5
265	25	04651	tbsp	1.5
266	25	13796	oz	3.0
267	25	11283	cup	9.0
268	25	01056	tbsp	2.0
269	25	09443	fl oz	4.5
270	25	01140	egg	4.5
271	25	02047	tsp	5.5
272	25	11976	cup	8.5
273	25	11234	cup, chopped	1.0
274	26	11976	cup	0.5
275	26	09150	cup, sections	3.0
276	26	01178	tablespoon	6.0
277	26	02044	leaves	7.5
278	26	07081	slice	4.0
279	26	11236	cup, chopped	6.5
280	27	09084	cup	3.5
281	27	09150	cup, sections	2.5
282	27	20125	cup spaghetti not packed	6.0
283	27	06112	tbsp	6.5
284	27	44258	serving	9.5
285	28	07053	tbsp	6.0
286	28	12154	cup, chopped	3.5
287	28	22911	cup	7.5
288	28	11084	cup, diced	3.0
289	28	04602	tablespoon	8.0
290	29	02047	tsp	9.5
291	29	11976	cup	6.5
292	29	16085	cup	7.0
293	29	22911	cup	4.0
294	29	11313	cup	7.5
295	29	10179	oz	2.0
296	29	04042	tbsp	6.0
297	29	19334	tsp unpacked	6.0
298	29	11215	cup	9.5
299	29	07974	serving	4.5
300	29	09444	fl oz	1.0
301	29	09443	fl oz	9.0
302	29	02046	tsp or 1 packet	2.5
303	29	07053	tbsp	1.5
304	29	02047	tsp	2.0
305	29	11976	cup	9.5
306	29	04038	tsp	3.5
307	29	09200	cup, sections	7.0
308	29	11463	cup	7.0
309	29	11109	cup, chopped	3.0
310	29	11976	cup	5.5
311	29	09297	cup, packed	4.5
312	29	09037	cup, cubes	2.5
313	29	18030	oz	9.0
314	30	04513	tablespoon	8.0
315	30	02047	tsp	1.0
316	30	31036	cup	6.0
317	30	01094	cup	1.0
318	30	01271	cup	3.5
319	30	01015	oz	4.5
320	30	01136	cup, sifted	8.0
321	30	11291	cup, chopped	7.5
322	31	11905	cup	3.5
323	31	19340	tsp	5.0
324	31	11308	cup	2.5
325	31	02047	tsp	2.5
326	31	01106	fl oz	9.5
327	31	01131	large	6.0
328	31	07053	tbsp	3.0
329	31	09374	cup	9.5
330	31	11946	cup, chopped or diced	4.0
331	31	04602	tablespoon	9.0
332	31	43483	cup	8.5
333	32	09252	cup, slices	6.0
334	32	09150	cup, sections	7.0
335	32	04679	spray , about 1/3 second (1 NLEA serving)	6.5
336	32	11292	tbsp	1.0
337	32	11143	cup chopped	9.0
338	32	11683	cup	4.5
339	32	11215	cup	4.0
340	32	20055	cup	2.0
341	32	18313	oz	5.5
342	32	11644	cup, cubes	8.0
343	32	11413	cup	1.5
344	32	11584	cup	0.5
345	32	09444	fl oz	0.5
346	32	09444	fl oz	1.5
347	32	01052	cup, whipped	6.5
348	32	02047	tsp	2.5
349	33	20132	cup	6.5
350	33	11301	cup	2.0
351	33	11304	cup	4.5
352	33	11313	cup	4.0
353	33	43287	cup, chopped or diced	3.0
354	33	04666	tbsp	2.5
355	33	04602	tablespoon	9.5
356	33	19334	tsp unpacked	6.0
357	33	19304	cup	3.5
358	33	01136	cup, sifted	0.5
359	33	20132	cup	1.5
360	33	11304	cup	6.5
361	33	02047	tsp	1.5
362	33	04601	tablespoon	3.0
363	33	09156	tbsp	2.0
364	33	09220	cup	8.0
365	33	19335	serving packet	5.0
366	33	19335	serving packet	4.0
367	33	01136	cup, sifted	3.0
368	34	04611	tbsp	9.5
369	34	17108	oz	6.5
370	34	19334	tsp unpacked	8.0
371	34	19918	package	8.0
372	34	19860	tablespoon Ghirardelli label 2011	1.5
373	34	09444	fl oz	3.0
374	34	09200	cup, sections	9.5
375	34	01136	cup, sifted	7.5
376	34	11040	cup	1.0
377	34	02047	tsp	7.0
378	34	09200	cup, sections	3.5
379	35	09037	cup, cubes	9.0
380	35	04520	tbsp	8.0
381	35	09444	fl oz	2.0
382	35	02047	tsp	4.0
383	35	19335	serving packet	0.5
384	35	22911	cup	9.5
385	35	01079	cup	2.5
386	35	01052	cup, whipped	9.0
387	35	04574	tbsp	8.5
388	35	11156	tbsp chopped	1.5
389	35	09443	fl oz	8.5
390	35	02046	tsp or 1 packet	5.0
391	35	11976	cup	2.0
392	35	18057	oz	5.5
393	35	04602	tablespoon	3.5
394	35	11215	cup	8.5
395	35	43287	cup, chopped or diced	6.0
396	35	02047	tsp	9.0
397	36	11657	cup	2.0
398	36	11303	cup	6.5
399	36	16085	cup	3.0
400	36	04044	tbsp	8.0
401	37	18943	crust	8.5
402	37	11423	cup, mashed	1.5
403	37	01214	cup	0.5
404	37	01180	tablespoon	0.5
405	37	16085	cup	5.5
406	37	11812	cup	1.5
407	37	02052	tsp	9.0
408	37	02005	tsp	9.0
409	37	01137	cup, sifted	7.0
410	37	01055	tbsp	2.5
411	37	19340	tsp	8.0
412	38	04574	tbsp	5.0
413	38	18010	cup, purchased	2.0
414	38	04601	tablespoon	4.0
415	38	19335	serving packet	3.0
416	38	14604	fl oz	3.5
417	38	19296	cup	8.0
418	38	09200	cup, sections	6.5
419	38	09444	fl oz	8.5
420	38	01054	cup	2.5
421	39	01145	pat (1" sq, 1/3" high)	7.5
422	39	20044	cup	2.0
423	39	11215	cup	2.5
424	39	11261	cup pieces	5.0
425	39	11236	cup, chopped	5.5
426	39	27052	tbsp	0.5
427	39	12120	cup, chopped	8.0
428	39	01050	fl oz	5.0
429	39	11156	tbsp chopped	7.0
430	40	11215	cup	2.5
431	40	42138	tbsp	3.0
432	40	11297	cup chopped	1.5
433	40	11156	tbsp chopped	5.0
434	40	11284	tbsp	1.0
435	40	11236	cup, chopped	1.0
436	40	43483	cup	3.0
437	40	02048	tbsp	8.5
438	40	02047	tsp	4.5
439	40	28294	cookies	9.0
440	41	20132	cup	4.5
441	41	02047	tsp	4.5
442	41	04601	tablespoon	1.5
443	41	19335	serving packet	2.5
444	41	01089	cup	1.5
445	41	09156	tbsp	1.5
446	41	02052	tsp	3.5
447	41	04513	tablespoon	4.5
448	41	19336	cup unsifted	6.0
449	41	09022	cup, halves	8.5
450	42	11080	cup	1.5
451	42	04651	tbsp	5.5
452	42	11301	cup	9.5
453	42	04513	tablespoon	2.5
454	42	11288	tbsp chopped	5.0
455	42	16041	cup	0.5
456	42	14555	fl oz	4.5
457	42	02048	tbsp	5.5
458	43	18324	oz	4.5
459	43	02043	tsp	8.0
460	43	04529	tablespoon	2.0
461	44	20121	cup spaghetti not packed	6.0
462	44	01049	fl oz	1.0
463	44	19336	cup unsifted	7.5
464	44	19340	tsp	2.0
465	44	19296	cup	7.0
466	44	09200	cup, sections	2.5
467	44	12537	cup	8.0
468	44	12632	cup, whole or halves	2.5
469	45	09253	cup, halves	7.5
470	45	09297	cup, packed	5.0
471	45	19335	serving packet	0.5
472	45	09200	cup, sections	3.0
473	45	09150	cup, sections	4.5
474	45	14604	fl oz	7.0
475	45	01129	cup, chopped	6.5
476	45	19336	cup unsifted	2.5
477	45	11943	tbsp	8.0
478	46	13317	oz	7.0
479	46	02046	tsp or 1 packet	7.5
480	46	11236	cup, chopped	5.5
481	46	11292	tbsp	8.0
482	46	07013	link cooked	6.5
483	46	43441	medium (2-1/2" dia)	8.0
484	46	11940	cup, chopped	0.5
485	46	02046	tsp or 1 packet	7.5
486	47	11683	cup	5.0
487	47	02047	tsp	5.0
488	47	04602	tablespoon	1.5
489	47	02047	tsp	5.0
490	47	14555	fl oz	6.5
491	47	05680	drumstick without skin	4.5
492	47	10084	oz	2.0
493	47	19296	cup	8.5
494	47	27052	tbsp	5.0
495	47	11156	tbsp chopped	6.5
496	47	11976	cup	4.5
497	48	04513	tablespoon	4.5
498	48	43287	cup, chopped or diced	4.0
499	48	01001	pat (1" sq, 1/3" high)	8.5
500	48	11282	cup, chopped	2.5
501	48	11144	cup, diced	5.5
502	48	11683	cup	5.5
503	48	11156	tbsp chopped	2.5
504	48	11215	cup	1.0
505	48	11150	cup (1" pieces)	1.0
506	48	07974	serving	2.0
507	48	20049	cup	1.5
508	48	20444	cup	6.5
509	48	11518	cup, sliced	9.0
510	48	18383	oz	8.5
511	48	05080	oz	5.5
512	48	02047	tsp	1.5
513	48	05728	oz	8.5
514	48	02047	tsp	3.0
515	48	11976	cup	6.5
516	48	01145	pat (1" sq, 1/3" high)	9.5
517	49	02047	tsp	1.0
518	49	06618	tbsp	1.0
519	49	02046	tsp or 1 packet	2.0
520	49	06166	cup	5.5
521	49	07053	tbsp	8.5
522	49	19296	cup	3.5
523	49	06150	tbsp	8.0
524	49	10137	cup	1.0
525	49	20036	cup	3.0
526	50	07053	tbsp	3.0
527	50	20132	cup	9.0
528	50	19340	tsp	2.0
529	50	11304	cup	7.0
530	50	02047	tsp	5.0
531	50	01123	large	7.0
532	50	09200	cup, sections	6.5
533	50	16085	cup	4.0
534	50	14604	fl oz	7.5
535	51	07053	tbsp	8.5
536	51	12085	cup, halves and whole	7.0
537	51	22911	cup	2.5
538	51	11735	cup	2.0
539	51	01001	pat (1" sq, 1/3" high)	9.5
540	52	11264	cup	8.5
541	52	11527	cup	4.0
542	52	42231	tbsp	8.0
543	52	02047	tsp	6.5
544	52	11976	cup	3.0
545	52	02048	tbsp	9.5
546	52	01131	large	4.0
547	52	02048	tbsp	7.0
548	52	01208	cup, diced	8.5
549	52	11156	tbsp chopped	2.0
550	53	14637	pouch	8.5
551	53	11371	cup	8.0
552	53	01097	fl oz	1.0
553	53	04602	tablespoon	3.0
554	53	04502	tablespoon	0.5
555	53	11288	tbsp chopped	6.5
556	54	12116	tbsp	7.0
557	54	02044	leaves	4.5
558	54	42231	tbsp	3.0
559	54	06022	cup	2.5
560	54	20036	cup	1.0
561	54	20048	cup	7.0
562	55	11403	fries	1.5
563	55	01145	pat (1" sq, 1/3" high)	4.0
564	55	01199	tbsp	8.5
565	55	20049	cup	9.5
566	56	04502	tablespoon	6.0
567	56	11291	cup, chopped	2.5
568	56	11976	cup	9.5
569	56	11957	cup, sliced	2.0
570	56	43287	cup, chopped or diced	9.5
571	56	19336	cup unsifted	3.5
572	56	11215	cup	3.5
573	56	01074	oz	3.5
574	56	02054	tbsp, drained	8.0
575	56	18075	slice	2.0
576	57	01175	cup	8.5
577	57	09200	cup, sections	1.0
578	57	02043	tsp	5.5
579	57	01140	egg	5.0
580	57	19336	cup unsifted	5.0
581	57	20132	cup	0.5
582	57	09267	cup, crushed, sliced, or chunks	6.0
583	57	19336	cup unsifted	1.5
584	57	09444	fl oz	0.5
585	58	09084	cup	7.5
586	58	02046	tsp or 1 packet	3.5
587	58	11304	cup	6.5
588	58	07030	oz	9.5
589	58	14637	pouch	5.5
590	58	09307	cup, diced	3.0
591	59	22911	cup	4.5
592	59	10922	serving (3 oz)	3.5
593	59	02047	tsp	0.5
594	59	19334	tsp unpacked	6.0
595	59	22905	cup (1 serving)	8.0
596	59	04513	tablespoon	2.0
597	59	01136	cup, sifted	2.0
598	59	11296	cup	1.0
599	60	20132	cup	0.5
600	60	02047	tsp	3.5
601	60	14604	fl oz	8.5
602	60	11305	cup	2.5
603	60	42231	tbsp	2.5
604	60	19296	cup	1.0
605	60	42231	tbsp	6.0
606	60	11805	cup	5.5
607	60	02053	tbsp	6.0
608	60	06112	tbsp	6.0
609	60	11215	cup	9.0
610	60	11976	cup	3.5
611	60	20132	cup	6.0
612	60	42189	cup	5.5
613	60	43398	cup, diced	3.0
614	60	02020	tsp	9.0
615	60	11300	cup, chopped	3.0
616	60	02048	tbsp	9.0
617	61	01129	cup, chopped	3.0
618	61	02047	tsp	7.5
619	61	19335	serving packet	2.0
620	61	19340	tsp	4.5
621	61	12166	tbsp	7.5
622	61	01054	cup	8.5
623	61	12516	cup	0.5
624	61	20125	cup spaghetti not packed	8.5
625	62	42231	tbsp	8.0
626	62	11284	tbsp	9.5
627	62	11143	cup chopped	9.5
628	62	09006	cup slices	5.5
629	62	09041	cup	2.5
630	62	05118	cup, chopped or diced	6.5
631	62	01049	fl oz	0.5
632	62	01002	pat (1" sq, 1/3" high)	6.0
633	62	11313	cup	1.0
634	62	02047	tsp	3.5
635	62	11156	tbsp chopped	3.0
636	63	11215	cup	9.5
637	63	43355	tbsp	7.0
638	63	11297	cup chopped	8.5
639	63	11156	tbsp chopped	3.0
640	63	11290	cup	6.5
641	63	11236	cup, chopped	1.5
642	63	43483	cup	8.0
643	63	02048	tbsp	6.0
644	63	02047	tsp	6.0
645	63	28289	cookies	2.0
646	64	28286	piece	2.0
647	64	02047	tsp	6.5
648	64	11461	cup	6.5
649	64	44005	tablespoon	0.5
650	64	04601	tablespoon	0.5
651	64	22962	hot pocket (1 NLEA serving)	8.0
652	64	11282	cup, chopped	9.5
653	64	11683	cup	9.5
654	64	11144	cup, diced	7.0
655	64	11215	cup	5.0
656	64	15068	oz, boneless	4.5
657	64	11349	cup	2.5
658	64	27065	tbsp	8.5
659	64	17143	oz	6.5
660	64	14604	fl oz	1.0
661	64	11976	cup	5.0
662	64	11457	cup	3.0
663	64	07053	tbsp	2.0
664	64	04574	tbsp	3.0
665	64	04513	tablespoon	2.0
666	64	06967	cup	8.5
667	65	20032	cup	7.0
668	65	11464	cup	6.0
669	65	20055	cup	6.0
670	65	07053	tbsp	8.0
671	65	02047	tsp	5.0
672	65	11976	cup	5.0
673	65	01133	cup, sifted	7.5
674	65	06961	tbsp	7.5
675	65	04513	tablespoon	3.5
676	65	11940	cup, chopped	1.0
677	66	18313	oz	8.0
678	66	04513	tablespoon	6.5
679	66	09079	cup	4.0
680	66	09298	cup, packed	0.5
681	66	02047	tsp	0.5
682	66	02047	tsp	5.5
683	67	01212	cup	7.0
684	67	09200	cup, sections	2.5
685	67	02010	tsp	8.5
686	67	01133	cup, sifted	7.5
687	67	19335	serving packet	5.5
688	67	20132	cup	6.5
689	67	09266	cup, chunks	4.0
690	67	19336	cup unsifted	2.5
691	67	09443	fl oz	9.5
692	68	16113	cup	3.5
693	68	12201	cup	8.0
694	68	02030	tsp, ground	2.0
695	68	11976	cup	3.5
696	68	20055	cup	5.5
697	68	11215	cup	5.5
698	68	02047	tsp	4.5
699	68	09444	fl oz	2.0
700	68	09443	fl oz	3.5
701	68	42289	tbsp	7.0
702	68	05686	oz	1.5
703	68	04002	tbsp	1.5
704	68	11291	cup, chopped	3.5
705	68	04654	tbsp	6.0
706	69	19336	cup unsifted	7.0
707	69	14555	fl oz	2.5
708	69	09046	cup	4.0
709	69	09444	fl oz	8.0
710	69	14637	pouch	3.0
711	69	09048	cup, unthawed	5.0
712	70	09044	cup	1.5
713	70	19335	serving packet	8.5
714	70	20027	cup	9.5
715	70	11080	cup	9.5
716	70	04602	tablespoon	7.5
717	70	19334	tsp unpacked	7.0
718	70	01237	bar	6.0
719	71	06471	cup (8 fl oz)	1.0
720	71	06961	tbsp	7.5
721	71	19335	serving packet	9.0
722	71	20345	cup	7.5
723	71	06112	tbsp	2.0
724	71	20118	cup	3.0
725	71	12029	cup	5.5
726	72	01178	tablespoon	2.5
727	72	42178	tbsp	2.0
728	72	02055	tsp	1.0
729	72	02044	leaves	6.5
730	72	09444	fl oz	2.5
731	72	06175	tbsp	6.0
732	72	04513	tablespoon	4.5
733	72	04513	tablespoon	6.5
734	72	02055	tsp	2.0
735	72	27049	tablespoons	9.5
736	72	11215	cup	4.0
737	72	02047	tsp	4.5
738	72	11976	cup	9.5
739	72	43483	cup	3.5
740	73	20345	cup	6.5
741	73	11215	cup	3.0
742	73	11234	cup, chopped	2.0
743	73	22911	cup	1.5
744	73	04513	tablespoon	1.0
745	73	15086	oz	7.5
746	73	14555	fl oz	6.0
747	73	09443	fl oz	4.0
748	73	09156	tbsp	5.0
749	73	11518	cup, sliced	2.0
750	73	11683	cup	5.5
751	73	16084	cup	3.0
752	73	11264	cup	6.5
753	73	11531	cup	8.0
754	73	11805	cup	5.0
755	73	15048	oz, boneless	8.0
756	73	11520	cup	1.5
757	74	11284	tbsp	4.0
758	74	04058	tablespoon	7.0
759	74	04602	tablespoon	2.5
760	74	19336	cup unsifted	4.0
761	74	02048	tbsp	1.5
762	74	11297	cup chopped	4.0
763	75	01199	tbsp	7.5
764	75	11234	cup, chopped	1.0
765	75	11204	cup	3.0
766	75	01128	large	3.5
767	75	02052	tsp	4.5
768	75	14292	fl oz	5.0
769	75	01125	large	6.0
770	75	19340	tsp	4.0
771	75	28294	cookies	2.5
772	75	19340	tsp	2.0
773	76	05099	cup, chopped or diced	4.5
774	76	11976	cup	1.0
775	76	18070	oz	8.0
776	76	01001	pat (1" sq, 1/3" high)	8.0
777	76	09443	fl oz	2.5
778	76	11236	cup, chopped	9.5
779	76	16085	cup	2.5
780	76	11352	cup, diced	2.0
781	76	11288	tbsp chopped	0.5
782	77	09085	cup	9.0
783	77	02046	tsp or 1 packet	2.5
784	77	11301	cup	7.5
785	77	07030	oz	4.0
786	77	14555	fl oz	4.5
787	77	09310	cup	4.0
788	78	09297	cup, packed	1.0
789	78	11303	cup	5.5
790	78	01001	pat (1" sq, 1/3" high)	6.5
791	78	19304	cup	1.0
792	78	01132	large	2.5
793	78	19303	tbsp	8.5
794	78	09297	cup, packed	4.5
795	78	18943	crust	9.5
796	79	43589	slice (1 oz)	2.5
797	79	04601	tablespoon	1.5
798	79	20132	cup	1.0
799	79	11976	cup	5.5
800	79	12078	cup, whole	9.5
801	79	01077	cup	0.5
802	79	18304	oz	9.0
803	79	01132	large	3.0
804	79	02047	tsp	1.0
805	79	11976	cup	2.0
806	79	01209	oz	1.5
807	79	01028	oz	3.0
808	79	01128	large	5.5
809	80	10094	oz	6.5
810	80	02047	tsp	2.5
811	80	04042	tbsp	7.5
812	80	18049	oz	2.5
813	80	09150	cup, sections	3.5
814	81	04513	tablespoon	0.5
815	81	11246	cup	9.0
816	81	11957	cup, sliced	8.0
817	81	20049	cup	9.5
818	81	20006	cup	9.0
819	81	05334	thigh	6.5
820	81	18038	oz	2.5
821	81	11038	cup	8.5
822	81	11463	cup	5.5
823	81	01169	cup, diced	0.5
824	81	02044	leaves	6.0
825	81	02044	leaves	8.0
826	82	43287	cup, chopped or diced	5.0
827	82	02048	tbsp	5.0
828	82	04513	tablespoon	2.0
829	82	02054	tbsp, drained	4.5
830	82	02047	tsp	3.0
831	82	11976	cup	3.0
832	82	11143	cup chopped	1.5
833	82	07974	serving	3.0
834	82	11290	cup	2.5
835	82	11144	cup, diced	4.0
836	82	11168	ear small (5-1/2" to 6-1/2" long)	4.5
837	82	09037	cup, cubes	9.0
838	82	11252	cup shredded	5.5
839	83	09200	cup, sections	1.5
840	83	11234	cup, chopped	5.0
841	83	01001	pat (1" sq, 1/3" high)	4.0
842	83	19334	tsp unpacked	2.5
843	83	18033	oz	4.0
844	84	09302	cup	4.5
845	84	09319	cup, thawed	8.0
846	84	19336	cup unsifted	2.5
847	84	11234	cup, chopped	4.5
848	84	09444	fl oz	4.0
849	84	02052	tsp	9.5
850	84	01237	bar	6.0
851	84	01199	tbsp	8.0
852	85	11531	cup	4.0
853	85	09443	fl oz	5.5
854	85	11208	cup, chopped	9.0
855	85	09150	cup, sections	4.5
856	85	19335	serving packet	1.5
857	85	20545	cup	7.0
858	85	20545	cup	2.0
859	85	02047	tsp	1.0
860	85	11976	cup	8.0
861	85	01074	oz	1.5
862	85	11297	cup chopped	9.5
863	86	14555	fl oz	4.5
864	86	11268	mushroom	1.5
865	86	11269	cup pieces	1.5
866	86	11292	tbsp	2.5
867	86	04602	tablespoon	6.5
868	86	05277	can (5 oz)	4.0
